Users#,Time(s)
1,0.027756452560424805
2,0.024648427963256836
3,0.025588274002075195
4,0.02560591697692871
5,0.025240659713745117
6,0.023974180221557617
7,0.02394866943359375
8,0.024206161499023438
9,0.024784326553344727
10,0.02302098274230957
11,0.024748563766479492
12,0.023923158645629883
13,0.034783363342285156
14,0.06822681427001953
15,0.03252863883972168
16,0.0266571044921875
17,0.02453327178955078
18,0.02396869659423828
19,0.024399518966674805
20,0.025141477584838867
21,0.026367902755737305
22,0.02501702308654785
23,0.028196096420288086
24,0.04199981689453125
25,0.021902084350585938
26,0.025978565216064453
27,0.021941423416137695
28,0.026927947998046875
29,0.023809432983398438
30,0.025894880294799805
31,0.02339911460876465
32,0.02680039405822754
33,0.022418737411499023
34,0.027234315872192383
35,0.02468585968017578
36,0.025767087936401367
37,0.024466514587402344
38,0.02520298957824707
39,0.02332305908203125
40,0.02689218521118164
41,0.024411678314208984
42,0.024271726608276367
43,0.023455142974853516
44,0.02558112144470215
45,0.022562026977539062
46,0.02559518814086914
47,0.024912118911743164
48,0.026044368743896484
49,0.023923397064208984
50,0.028629779815673828
51,0.022625446319580078
52,0.027616500854492188
53,0.023294925689697266
54,0.0250546932220459
55,0.024530887603759766
56,0.025579452514648438
57,0.023270845413208008
58,0.024219036102294922
59,0.024628877639770508
60,0.024313688278198242
61,0.026550769805908203
62,0.028301477432250977
63,0.025722503662109375
64,0.0245053768157959
65,0.023811817169189453
66,0.030069828033447266
67,0.02681279182434082
68,0.022991180419921875
69,0.02415013313293457
70,0.025403738021850586
71,0.022945404052734375
72,0.024956703186035156
73,0.023169994354248047
74,0.02524423599243164
75,0.02322101593017578
76,0.026477336883544922
77,0.023245573043823242
78,0.02828073501586914
79,0.023146629333496094
80,0.026272058486938477
81,0.03619217872619629
82,0.0575718879699707
83,0.03600597381591797
84,0.024692535400390625
85,0.026602983474731445
86,0.02298879623413086
87,0.02712726593017578
88,0.024460554122924805
89,0.02750992774963379
90,0.022493362426757812
91,0.025922060012817383
92,0.023562192916870117
93,0.04830646514892578
94,0.028987884521484375
95,0.023180723190307617
96,0.02569866180419922
97,0.02299642562866211
98,0.027914762496948242
99,0.024709463119506836
100,0.026018857955932617
101,0.021393775939941406
102,0.02711319923400879
103,0.022269248962402344
104,0.026906490325927734
105,0.023780107498168945
106,0.02586078643798828
107,0.02417445182800293
108,0.025780439376831055
109,0.024161338806152344
110,0.02628946304321289
111,0.024457931518554688
112,0.02608942985534668
113,0.024136066436767578
114,0.02636861801147461
115,0.022363662719726562
116,0.0268557071685791
117,0.023331642150878906
118,0.028799772262573242
119,0.026509761810302734
120,0.023616313934326172
121,0.02304983139038086
122,0.026107311248779297
123,0.0231168270111084
124,0.025061368942260742
125,0.024283647537231445
126,0.02591872215270996
127,0.02348804473876953
128,0.02503180503845215
129,0.027046680450439453
130,0.025752782821655273
131,0.02489757537841797
132,0.02467203140258789
133,0.022975921630859375
134,0.026575326919555664
135,0.02330183982849121
136,0.026372671127319336
137,0.02300548553466797
138,0.02623748779296875
139,0.0247344970703125
140,0.026928424835205078
141,0.02204298973083496
142,0.02570796012878418
143,0.023564577102661133
144,0.023596763610839844
145,0.026406526565551758
146,0.024756908416748047
147,0.024992704391479492
148,0.024230241775512695
149,0.025249958038330078
150,0.022319555282592773
151,0.024832487106323242
152,0.02263164520263672
153,0.025724411010742188
154,0.02337503433227539
155,0.02554011344909668
156,0.02413463592529297
157,0.026920318603515625
158,0.03159523010253906
159,0.02376413345336914
160,0.02526378631591797
161,0.025334835052490234
162,0.029727458953857422
163,0.02353835105895996
164,0.02461981773376465
165,0.023628711700439453
166,0.026012182235717773
167,0.025014638900756836
168,0.02589583396911621
169,0.02432107925415039
170,0.025805234909057617
171,0.08111357688903809
172,0.03563714027404785
173,0.025510072708129883
174,0.024007797241210938
175,0.0240933895111084
176,0.02509307861328125
177,0.022687435150146484
178,0.02708148956298828
179,0.023740530014038086
180,0.027647733688354492
181,0.0233612060546875
182,0.02730250358581543
183,0.022667407989501953
184,0.02593851089477539
185,0.022896766662597656
186,0.026336193084716797
187,0.022986650466918945
188,0.027842283248901367
189,0.023821592330932617
190,0.025320768356323242
191,0.02509927749633789
192,0.027789831161499023
193,0.024888992309570312
194,0.026278972625732422
195,0.02785778045654297
196,0.024486303329467773
197,0.02709650993347168
198,0.02411818504333496
199,0.026020050048828125
200,0.025038480758666992
201,0.028154373168945312
202,0.025870084762573242
203,0.024478673934936523
204,0.025243282318115234
205,0.022838830947875977
206,0.023209810256958008
207,0.025125980377197266
208,0.024117708206176758
209,0.024406909942626953
210,0.023078203201293945
211,0.028313875198364258
212,0.023296356201171875
213,0.026657819747924805
214,0.022591590881347656
215,0.02798604965209961
216,0.02322220802307129
217,0.027250289916992188
218,0.02253246307373047
219,0.026984214782714844
220,0.023041725158691406
221,0.026204347610473633
222,0.02359294891357422
223,0.02607131004333496
224,0.025551795959472656
225,0.02444314956665039
226,0.023410558700561523
227,0.02511143684387207
228,0.02553558349609375
229,0.025751352310180664
230,0.023200273513793945
231,0.026861906051635742
232,0.024066925048828125
233,0.02778768539428711
234,0.03641939163208008
235,0.023463010787963867
236,0.02385878562927246
237,0.02390575408935547
238,0.02434563636779785
239,0.022589921951293945
240,0.027701377868652344
241,0.024631738662719727
242,0.028364181518554688
243,0.02380204200744629
244,0.02469038963317871
245,0.023091793060302734
246,0.02512502670288086
247,0.021744251251220703
248,0.028178930282592773
249,0.023134231567382812
250,0.027231216430664062
251,0.02339768409729004
252,0.026825428009033203
253,0.022393465042114258
254,0.027016401290893555
255,0.02535104751586914
256,0.0261685848236084
257,0.022004127502441406
258,0.026514053344726562
259,0.023060083389282227
260,0.0254671573638916
261,0.027797937393188477
262,0.023656368255615234
263,0.023292064666748047
264,0.02591705322265625
265,0.025738954544067383
266,0.07662177085876465
267,0.03561830520629883
268,0.0263063907623291
269,0.027568340301513672
270,0.025254011154174805
271,0.02312779426574707
272,0.030260086059570312
273,0.025031089782714844
274,0.026538372039794922
275,0.024056434631347656
276,0.0257718563079834
277,0.02272486686706543
278,0.0253448486328125
279,0.022757291793823242
280,0.02435779571533203
281,0.02326345443725586
282,0.025670289993286133
283,0.025008201599121094
284,0.025590896606445312
285,0.022964000701904297
286,0.025639772415161133
287,0.024305343627929688
288,0.026406049728393555
289,0.024590253829956055
290,0.025948286056518555
291,0.024267911911010742
292,0.02984929084777832
293,0.024207115173339844
294,0.026888132095336914
295,0.024436235427856445
296,0.02425408363342285
297,0.023209333419799805
298,0.025027751922607422
299,0.023713350296020508
300,0.024970293045043945
301,0.02431654930114746
302,0.025613784790039062
303,0.024509429931640625
304,0.02486896514892578
305,0.02366948127746582
306,0.026221036911010742
307,0.023525238037109375
308,0.025017499923706055
309,0.023197174072265625
310,0.026285171508789062
311,0.023769140243530273
312,0.025834321975708008
313,0.02338099479675293
314,0.025059938430786133
315,0.023093461990356445
316,0.023829221725463867
317,0.02450704574584961
318,0.022440671920776367
319,0.026201248168945312
320,0.022884130477905273
321,0.026809215545654297
322,0.023714780807495117
323,0.02582836151123047
324,0.022855520248413086
325,0.024572134017944336
326,0.024779558181762695
327,0.024309873580932617
328,0.023620128631591797
329,0.02326488494873047
330,0.025485992431640625
331,0.023211956024169922
332,0.025625228881835938
333,0.02331829071044922
334,0.026918649673461914
335,0.022925138473510742
336,0.02656865119934082
337,0.023645401000976562
338,0.02521991729736328
339,0.023988962173461914
340,0.0243380069732666
341,0.024810791015625
342,0.02339959144592285
343,0.0248868465423584
344,0.022924423217773438
345,0.024859905242919922
346,0.02266216278076172
347,0.02512335777282715
348,0.023946046829223633
349,0.02587723731994629
350,0.02347850799560547
351,0.025699615478515625
352,0.02586054801940918
353,0.0272979736328125
354,0.025203466415405273
355,0.025040864944458008
356,0.023928403854370117
357,0.02532505989074707
358,0.023759841918945312
359,0.025975942611694336
360,0.02282094955444336
361,0.027482032775878906
362,0.05756378173828125
363,0.04390525817871094
364,0.032517194747924805
365,0.02230978012084961
366,0.026529788970947266
367,0.022417068481445312
368,0.02703857421875
369,0.02254796028137207
370,0.027072429656982422
371,0.024035215377807617
372,0.02692437171936035
373,0.025144338607788086
374,0.024753570556640625
375,0.025514602661132812
376,0.024729013442993164
377,0.04378223419189453
378,0.023434877395629883
379,0.02400064468383789
380,0.024868488311767578
381,0.02456212043762207
382,0.025998830795288086
383,0.022667646408081055
384,0.027143478393554688
385,0.02183818817138672
386,0.02740311622619629
387,0.023962974548339844
388,0.02753901481628418
389,0.024424076080322266
390,0.026854515075683594
391,0.024933815002441406
392,0.02367377281188965
393,0.024512290954589844
394,0.024763822555541992
395,0.024191617965698242
396,0.02572035789489746
397,0.02382802963256836
398,0.025185346603393555
399,0.023275375366210938
400,0.026379108428955078
401,0.022643566131591797
402,0.026572465896606445
403,0.024240493774414062
404,0.027688980102539062
405,0.0222015380859375
406,0.0275881290435791
