Users#,Time(s)
407,0.022613525390625
408,0.028505563735961914
409,0.02377152442932129
410,0.02448415756225586
411,0.0241239070892334
412,0.026858091354370117
413,0.02518773078918457
414,0.023888349533081055
415,0.025589466094970703
416,0.02588963508605957
417,0.02268362045288086
418,0.027159452438354492
419,0.022542476654052734
420,0.027451515197753906
421,0.022931337356567383
422,0.025956153869628906
423,0.023401498794555664
424,0.026906490325927734
425,0.022808551788330078
426,0.02593851089477539
427,0.024219036102294922
428,0.025379657745361328
429,0.024666786193847656
430,0.025475263595581055
431,0.024914264678955078
432,0.025350332260131836
433,0.024797439575195312
434,0.026901721954345703
435,0.023992538452148438
436,0.025120019912719727
437,0.0234832763671875
438,0.026412248611450195
439,0.023604393005371094
440,0.026511192321777344
441,0.022455215454101562
442,0.02549576759338379
443,0.023937702178955078
444,0.025801897048950195
445,0.023647785186767578
446,0.026427030563354492
447,0.02395319938659668
448,0.023844480514526367
449,0.025938987731933594
450,0.026764869689941406
451,0.025516271591186523
452,0.02534008026123047
453,0.02264237403869629
454,0.027837038040161133
455,0.024386882781982422
456,0.026540756225585938
457,0.024358749389648438
458,0.025306224822998047
459,0.02416706085205078
460,0.02581000328063965
461,0.022980928421020508
462,0.025448083877563477
463,0.025423765182495117
464,0.025264501571655273
465,0.024300575256347656
466,0.02664470672607422
467,0.023325443267822266
468,0.025400638580322266
469,0.02520585060119629
470,0.026479482650756836
471,0.023203372955322266
472,0.025597810745239258
473,0.02286219596862793
474,0.02700972557067871
475,0.0237271785736084
476,0.02697157859802246
477,0.023648500442504883
478,0.024825096130371094
479,0.02367687225341797
480,0.02698516845703125
481,0.025128841400146484
482,0.025200605392456055
483,0.023180484771728516
484,0.02584242820739746
485,0.02458643913269043
486,0.02600836753845215
487,0.02300286293029785
488,0.026359081268310547
489,0.02281498908996582
490,0.02774214744567871
491,0.02367997169494629
492,0.02640676498413086
493,0.02304244041442871
494,0.02604818344116211
495,0.022953033447265625
496,0.024474143981933594
497,0.025689363479614258
498,0.02325892448425293
499,0.026224374771118164
500,0.025326251983642578
501,0.02586841583251953
502,0.06329965591430664
503,0.04297614097595215
504,0.026850223541259766
505,0.02447819709777832
506,0.024072885513305664
507,0.02239394187927246
508,0.02519392967224121
509,0.025685548782348633
510,0.024410486221313477
511,0.02313852310180664
512,0.024698972702026367
513,0.023907899856567383
514,0.025516033172607422
515,0.023235321044921875
516,0.026691436767578125
517,0.02600717544555664
518,0.025527477264404297
519,0.024667978286743164
520,0.024989843368530273
521,0.036989450454711914
522,0.025933504104614258
523,0.024695873260498047
524,0.02763962745666504
525,0.023406028747558594
526,0.028513431549072266
527,0.03378486633300781
528,0.03200125694274902
529,0.022756338119506836
530,0.026135921478271484
531,0.022930383682250977
532,0.026239633560180664
533,0.0255434513092041
534,0.025407075881958008
535,0.024658679962158203
536,0.026495933532714844
537,0.025109052658081055
538,0.02449321746826172
539,0.022440433502197266
540,0.02793407440185547
541,0.022907495498657227
542,0.02655816078186035
543,0.02366948127746582
544,0.026363611221313477
545,0.02298116683959961
546,0.027436494827270508
547,0.03052353858947754
548,0.024294614791870117
549,0.02621293067932129
550,0.023354291915893555
551,0.026455163955688477
552,0.029402494430541992
553,0.02700972557067871
554,0.02431321144104004
555,0.024672508239746094
556,0.02400493621826172
557,0.02385091781616211
558,0.025410890579223633
559,0.02628946304321289
560,0.025081396102905273
561,0.023927688598632812
562,0.02470874786376953
563,0.02498006820678711
564,0.02314591407775879
565,0.02518916130065918
566,0.022211074829101562
567,0.027596235275268555
568,0.022838115692138672
569,0.026961088180541992
570,0.023600101470947266
571,0.026829957962036133
572,0.02345752716064453
573,0.02546525001525879
574,0.025143861770629883
575,0.025423765182495117
576,0.02420806884765625
577,0.025524616241455078
578,0.023669958114624023
579,0.025990724563598633
580,0.02551555633544922
581,0.025847911834716797
582,0.024652719497680664
583,0.02858281135559082
584,0.02469038963317871
585,0.02689194679260254
586,0.028022289276123047
587,0.026483774185180664
588,0.024048328399658203
589,0.02430415153503418
590,0.025343656539916992
591,0.024857521057128906
592,0.02531290054321289
593,0.023064613342285156
594,0.027191877365112305
595,0.022553682327270508
596,0.02700519561767578
597,0.023273229598999023
598,0.028362274169921875
599,0.023160696029663086
600,0.025738954544067383
601,0.023669719696044922
602,0.02841782569885254
603,0.02649688720703125
604,0.024387121200561523
605,0.026926755905151367
606,0.025811195373535156
607,0.026921749114990234
608,0.023617267608642578
609,0.025794267654418945
610,0.02447962760925293
611,0.024747133255004883
612,0.024855852127075195
613,0.026211261749267578
614,0.023729562759399414
615,0.026599645614624023
616,0.025593042373657227
617,0.024267911911010742
618,0.023395061492919922
619,0.027068614959716797
620,0.023681640625
621,0.027002811431884766
622,0.023877859115600586
623,0.02574920654296875
624,0.02391219139099121
625,0.026076316833496094
626,0.04892373085021973
627,0.04540705680847168
628,0.034432172775268555
629,0.025677204132080078
630,0.0270998477935791
631,0.0235292911529541
632,0.0265653133392334
633,0.023104429244995117
634,0.026665210723876953
635,0.025054216384887695
636,0.025894641876220703
637,0.025359630584716797
638,0.024848461151123047
639,0.024619340896606445
640,0.025089740753173828
641,0.02373504638671875
642,0.025661230087280273
643,0.0231783390045166
644,0.026969432830810547
645,0.02300262451171875
646,0.026839256286621094
647,0.023474454879760742
648,0.0269014835357666
649,0.022736310958862305
650,0.027269840240478516
651,0.022321462631225586
652,0.025742053985595703
653,0.02411675453186035
654,0.02739548683166504
655,0.025545120239257812
656,0.02606964111328125
657,0.023889780044555664
658,0.024451732635498047
659,0.02310466766357422
660,0.026417016983032227
661,0.0227205753326416
662,0.026525497436523438
663,0.023900270462036133
664,0.02635478973388672
665,0.02561640739440918
666,0.045717716217041016
667,0.024618148803710938
668,0.023948192596435547
669,0.02346181869506836
670,0.02520918846130371
671,0.023161888122558594
672,0.025870323181152344
673,0.02535271644592285
674,0.024909019470214844
675,0.02369999885559082
676,0.025457382202148438
677,0.024191856384277344
678,0.025525569915771484
679,0.024709463119506836
680,0.027261734008789062
681,0.02310633659362793
682,0.02643728256225586
683,0.024382829666137695
684,0.02595663070678711
685,0.02394866943359375
686,0.026647329330444336
687,0.023593425750732422
688,0.024051189422607422
689,0.024703264236450195
690,0.02599930763244629
691,0.024175405502319336
692,0.02532219886779785
693,0.024183034896850586
694,0.02575087547302246
695,0.02266716957092285
696,0.026116371154785156
697,0.02340078353881836
698,0.026081562042236328
699,0.02346324920654297
700,0.02572464942932129
701,0.02471017837524414
702,0.027725696563720703
703,0.02306199073791504
704,0.02655792236328125
705,0.025233983993530273
706,0.026365041732788086
707,0.02388596534729004
708,0.025496959686279297
709,0.024221420288085938
710,0.026454687118530273
711,0.024615764617919922
712,0.025320768356323242
713,0.024419546127319336
714,0.026274442672729492
715,0.02337169647216797
716,0.025248289108276367
717,0.021906614303588867
718,0.028142452239990234
719,0.024774789810180664
720,0.02569270133972168
721,0.022566795349121094
722,0.02699899673461914
723,0.022398710250854492
724,0.02653360366821289
725,0.024631023406982422
726,0.02550482749938965
727,0.026061296463012695
728,0.02484297752380371
729,0.024217605590820312
730,0.026452064514160156
731,0.023880720138549805
732,0.026708364486694336
733,0.022637605667114258
734,0.027475357055664062
735,0.023187637329101562
736,0.02579522132873535
737,0.02344822883605957
738,0.027108192443847656
739,0.02297043800354004
740,0.0262296199798584
741,0.024290800094604492
742,0.026317358016967773
743,0.024253368377685547
744,0.024895906448364258
745,0.024847984313964844
746,0.025562286376953125
747,0.02474045753479004
748,0.024896860122680664
749,0.0228273868560791
750,0.02785944938659668
751,0.023409605026245117
752,0.025882244110107422
753,0.022758960723876953
754,0.04384899139404297
755,0.062375783920288086
756,0.03750729560852051
757,0.024729490280151367
758,0.0252535343170166
759,0.023585796356201172
760,0.025554656982421875
761,0.024382829666137695
762,0.025095224380493164
763,0.025180578231811523
764,0.02533698081970215
765,0.024335145950317383
766,0.02622389793395996
767,0.02357172966003418
768,0.02533698081970215
769,0.022857189178466797
770,0.027153968811035156
771,0.024633407592773438
772,0.026402950286865234
773,0.02299976348876953
774,0.02772068977355957
775,0.023702621459960938
776,0.02488565444946289
777,0.024296045303344727
778,0.027004718780517578
779,0.02794337272644043
780,0.023850679397583008
781,0.02318716049194336
782,0.024283409118652344
783,0.023482799530029297
784,0.02571249008178711
785,0.02361607551574707
786,0.026273727416992188
787,0.02326059341430664
788,0.027916669845581055
789,0.022394895553588867
790,0.026762723922729492
791,0.023666858673095703
792,0.02539992332458496
793,0.0236513614654541
794,0.024785757064819336
795,0.02527642250061035
796,0.024848222732543945
797,0.025249004364013672
798,0.025832176208496094
799,0.026729345321655273
800,0.025788307189941406
801,0.022734642028808594
802,0.025133132934570312
803,0.024329185485839844
804,0.0265805721282959
805,0.02367234230041504
806,0.026132583618164062
807,0.023613691329956055
808,0.027205944061279297
809,0.022725820541381836
810,0.03891158103942871
811,0.02431511878967285
812,0.022777557373046875
813,0.024502992630004883
814,0.022345304489135742
815,0.02671957015991211
816,0.022917509078979492
817,0.02605462074279785
818,0.022726774215698242
819,0.027253150939941406
820,0.023507356643676758
821,0.025382518768310547
822,0.025313615798950195
823,0.02746272087097168
824,0.023950815200805664
825,0.026848554611206055
826,0.02490830421447754
827,0.024341106414794922
828,0.023078203201293945
829,0.025437593460083008
830,0.02441263198852539
831,0.025109291076660156
832,0.023293256759643555
833,0.026529788970947266
834,0.023857593536376953
835,0.026844024658203125
836,0.02449965476989746
837,0.02693343162536621
838,0.02266240119934082
839,0.027756929397583008
840,0.023000717163085938
841,0.027100801467895508
842,0.02341628074645996
843,0.02741408348083496
844,0.02292799949645996
845,0.024969100952148438
846,0.024541139602661133
847,0.02493119239807129
848,0.024547815322875977
849,0.024988174438476562
850,0.02421736717224121
851,0.026096820831298828
852,0.024555683135986328
853,0.026060819625854492
854,0.02267742156982422
855,0.02738356590270996
856,0.024132966995239258
857,0.026436567306518555
858,0.023470163345336914
859,0.0265045166015625
860,0.02327132225036621
861,0.024820566177368164
862,0.023662328720092773
863,0.025365114212036133
864,0.026477336883544922
865,0.02582573890686035
866,0.024938583374023438
867,0.025641202926635742
868,0.024982929229736328
869,0.025031566619873047
870,0.022091150283813477
871,0.027437448501586914
872,0.023235559463500977
873,0.026962995529174805
874,0.023231983184814453
875,0.026667118072509766
876,0.024518728256225586
877,0.025963306427001953
878,0.022951364517211914
879,0.027933120727539062
880,0.025110721588134766
881,0.024776220321655273
882,0.02412867546081543
883,0.024370193481445312
884,0.024382591247558594
885,0.026834964752197266
886,0.024509668350219727
887,0.02505636215209961
888,0.02427053451538086
889,0.02483654022216797
890,0.022582530975341797
891,0.026926755905151367
892,0.022916316986083984
893,0.02740764617919922
894,0.023875951766967773
895,0.027408361434936523
896,0.0236051082611084
897,0.026621580123901367
898,0.022721290588378906
899,0.027159690856933594
900,0.023937702178955078
901,0.02632308006286621
902,0.027343273162841797
903,0.02479839324951172
904,0.02533102035522461
905,0.023408889770507812
906,0.023830890655517578
907,0.02442765235900879
908,0.02457404136657715
909,0.024998188018798828
910,0.022855520248413086
911,0.08370137214660645
912,0.03534889221191406
913,0.02712392807006836
914,0.022909879684448242
915,0.025918006896972656
916,0.0227811336517334
917,0.026053190231323242
918,0.024379730224609375
919,0.025858402252197266
920,0.023081064224243164
921,0.02547430992126465
922,0.02410101890563965
923,0.026615142822265625
924,0.024782657623291016
925,0.026280641555786133
926,0.02471327781677246
927,0.024948835372924805
928,0.022867441177368164
929,0.026552677154541016
930,0.022222280502319336
931,0.027849197387695312
932,0.022886276245117188
933,0.02733778953552246
934,0.02283501625061035
935,0.026637792587280273
936,0.02383136749267578
937,0.02778148651123047
938,0.028417348861694336
939,0.024961233139038086
940,0.026256322860717773
941,0.025493383407592773
942,0.026745080947875977
943,0.027950048446655273
944,0.02735757827758789
945,0.027483224868774414
946,0.023633718490600586
947,0.027760744094848633
948,0.0231778621673584
949,0.025805950164794922
950,0.02342391014099121
951,0.027171850204467773
952,0.023120641708374023
953,0.043541908264160156
954,0.02300572395324707
955,0.025864362716674805
956,0.024448871612548828
957,0.027135848999023438
958,0.023906469345092773
959,0.025478124618530273
960,0.02468705177307129
961,0.025013446807861328
962,0.02437901496887207
963,0.02496647834777832
964,0.02257990837097168
965,0.027199506759643555
966,0.023101806640625
967,0.027415990829467773
968,0.022551536560058594
969,0.026467561721801758
970,0.023072004318237305
971,0.02667832374572754
972,0.024185657501220703
973,0.025939226150512695
974,0.024597883224487305
975,0.026569843292236328
976,0.023785829544067383
977,0.029926538467407227
978,0.028078079223632812
979,0.023665904998779297
980,0.026708364486694336
981,0.024942398071289062
982,0.02629399299621582
983,0.024362802505493164
984,0.026236295700073242
985,0.022897720336914062
986,0.025316476821899414
987,0.024988412857055664
988,0.02508378028869629
989,0.02335357666015625
990,0.027042150497436523
991,0.02332329750061035
992,0.02814316749572754
993,0.022685766220092773
994,0.026604175567626953
995,0.023429393768310547
996,0.025718212127685547
997,0.02479386329650879
998,0.025363683700561523
999,0.025304317474365234
1000,0.024789810180664062
